0.0049335,-0.002476,-0.043503,0.017731,0.030127,-0.060442,-0.029533,0.0040591,-0.054018,-0.025599,0.019641,-0.042442,-0.019319,0.046417,-0.004595,0.050001,0.088589,0.08985,-0.062081,-0.0082512,-0.021434,-0.034462,0.00071431,-0.013653,0.059227,0.013317,-0.041902,0.031872,-0.072521,0.012294,0.045244,0.010949,0.051434,0.024331,0.081865,-0.027956,0.030564,-0.027509,0.052531,-0.0054843,0.055462,0.013555
-0.014489,0.040922,0.017731,0.030127,-0.060442,-0.029533,0.0040591,-0.054018,-0.025599,0.019641,-0.042442,-0.019319,0.046417,-0.004595,0.050001,0.088589,0.08985,-0.062081,-0.0082512,-0.021434,0.055462,0.00071431,-0.013653,0.059227,0.013317,-0.041902,0.031872,-0.072521,0.012294,0.045244,0.010949,0.051434,0.024331,0.081865,-0.027956,0.030564,-0.027509,0.052531,-0.0054843,0.013555,0.052678,0.037545
-0.029422,0.099263,0.030127,-0.060442,-0.029533,0.0040591,-0.054018,-0.025599,0.019641,-0.042442,-0.019319,0.046417,-0.004595,0.050001,0.088589,0.08985,-0.062081,-0.0082512,-0.021434,0.055462,0.052678,-0.013653,0.059227,0.013317,-0.041902,0.031872,-0.072521,0.012294,0.045244,0.010949,0.051434,0.024331,0.081865,-0.027956,0.030564,-0.027509,0.052531,-0.0054843,0.013555,0.037545,0.055134,0.01577
-0.037648,0.16226,-0.060442,-0.029533,0.0040591,-0.054018,-0.025599,0.019641,-0.042442,-0.019319,0.046417,-0.004595,0.050001,0.088589,0.08985,-0.062081,-0.0082512,-0.021434,0.055462,0.052678,0.055134,0.059227,0.013317,-0.041902,0.031872,-0.072521,0.012294,0.045244,0.010949,0.051434,0.024331,0.081865,-0.027956,0.030564,-0.027509,0.052531,-0.0054843,0.013555,0.037545,0.01577,-0.015487,0.16165
-0.038,0.2163,-0.029533,0.0040591,-0.054018,-0.025599,0.019641,-0.042442,-0.019319,0.046417,-0.004595,0.050001,0.088589,0.08985,-0.062081,-0.0082512,-0.021434,0.055462,0.052678,0.055134,-0.015487,0.013317,-0.041902,0.031872,-0.072521,0.012294,0.045244,0.010949,0.051434,0.024331,0.081865,-0.027956,0.030564,-0.027509,0.052531,-0.0054843,0.013555,0.037545,0.01577,0.16165,-0.025532,0.18769
-0.030087,0.24839,0.0040591,-0.054018,-0.025599,0.019641,-0.042442,-0.019319,0.046417,-0.004595,0.050001,0.088589,0.08985,-0.062081,-0.0082512,-0.021434,0.055462,0.052678,0.055134,-0.015487,-0.025532,-0.041902,0.031872,-0.072521,0.012294,0.045244,0.010949,0.051434,0.024331,0.081865,-0.027956,0.030564,-0.027509,0.052531,-0.0054843,0.013555,0.037545,0.01577,0.16165,0.18769,-0.014208,0.2523
-0.014186,0.25057,-0.054018,-0.025599,0.019641,-0.042442,-0.019319,0.046417,-0.004595,0.050001,0.088589,0.08985,-0.062081,-0.0082512,-0.021434,0.055462,0.052678,0.055134,-0.015487,-0.025532,-0.014208,0.031872,-0.072521,0.012294,0.045244,0.010949,0.051434,0.024331,0.081865,-0.027956,0.030564,-0.027509,0.052531,-0.0054843,0.013555,0.037545,0.01577,0.16165,0.18769,0.2523,-0.049699,0.31463
0.0084588,0.2233,-0.025599,0.019641,-0.042442,-0.019319,0.046417,-0.004595,0.050001,0.088589,0.08985,-0.062081,-0.0082512,-0.021434,0.055462,0.052678,0.055134,-0.015487,-0.025532,-0.014208,-0.049699,-0.072521,0.012294,0.045244,0.010949,0.051434,0.024331,0.081865,-0.027956,0.030564,-0.027509,0.052531,-0.0054843,0.013555,0.037545,0.01577,0.16165,0.18769,0.2523,0.31463,-0.017256,0.26388
0.035083,0.17613,0.019641,-0.042442,-0.019319,0.046417,-0.004595,0.050001,0.088589,0.08985,-0.062081,-0.0082512,-0.021434,0.055462,0.052678,0.055134,-0.015487,-0.025532,-0.014208,-0.049699,-0.017256,0.012294,0.045244,0.010949,0.051434,0.024331,0.081865,-0.027956,0.030564,-0.027509,0.052531,-0.0054843,0.013555,0.037545,0.01577,0.16165,0.18769,0.2523,0.31463,0.26388,0.040778,0.21582
0.061171,0.12478,-0.042442,-0.019319,0.046417,-0.004595,0.050001,0.088589,0.08985,-0.062081,-0.0082512,-0.021434,0.055462,0.052678,0.055134,-0.015487,-0.025532,-0.014208,-0.049699,-0.017256,0.040778,0.045244,0.010949,0.051434,0.024331,0.081865,-0.027956,0.030564,-0.027509,0.052531,-0.0054843,0.013555,0.037545,0.01577,0.16165,0.18769,0.2523,0.31463,0.26388,0.21582,0.019984,0.11712
